Date,Pair,Buy_Sell,Price,Volume,Spent_Gain
11-04-2022,GLMRUSDT,BUY,3.4423,3,10.3269
11-04-2022,BSWUSDT,BUY,1.0468,10,10.468
11-04-2022,ETHUPUSDT,BUY,33.699,0.45,15.16455
11-04-2022,XRPUPUSDT,BUY,0.9799,15,14.6985
11-04-2022,ANCUSDT,BUY,2.25,10,22.5
11-04-2022,LINKUPUSDT,BUY,0.11734,100,11.734
11-04-2022,DOTUPUSDT,BUY,1.3,10,13
11-04-2022,BTCUPUSDT,BUY,36.072,0.5,18.036
11-04-2022,ADAUPUSDT,BUY,8.614,1.5,12.921
11-04-2022,ADAUPUSDT,BUY,8.598,0.33,2.83734
11-04-2022,GMTUSDT,SELL,2.54161,55.7,141.567677
09-04-2022,GLMRUSDT,BUY,3.7461,5.9,22.10199
09-04-2022,DUSKUSDT,BUY,0.3625,50,18.125
09-04-2022,ZILUSDT,BUY,0.11637,250,29.0925
09-04-2022,AXSUSDT,BUY,51.38,0.5,25.69
09-04-2022,XRPUPUSDT,BUY,1.1977,15,17.9655
08-04-2022,BTCUSDT,BUY,43345.02,0.00105,45.512271
08-04-2022,XRPUPUSDT,BUY,1.2488,25,31.22
07-04-2022,API3USDT,BUY,5.092,3.5,17.822
07-04-2022,ENJUSDT,BUY,1.506,7.1,10.6926
07-04-2022,ENJUSDT,BUY,1.506,10,15.06
07-04-2022,ENJUSDT,BUY,1.506,7.9,11.8974
07-04-2022,BTCUPUSDT,BUY,43.6,0.64,27.904
07-04-2022,ADAUPUSDT,BUY,11.308,1.58,17.86664
07-04-2022,LINKUPUSDT,BUY,0.15141,125,18.92625
07-04-2022,BATUSDT,BUY,0.7577,25,18.9425
07-04-2022,ETHUPUSDT,BUY,39.364,0.55,21.6502
07-04-2022,SANDUSDT,BUY,2.9393,5,14.6965
07-04-2022,ADAUPUSDT,BUY,11.292,2.75,31.053
